Car Design,Frontal Area (m²)
N_S_WWC_WM_137,2.518
N_S_WWC_WM_269,2.388
N_S_WWC_WM_482,2.588
N_S_WWC_WM_172,2.41
N_S_WWC_WM_480,2.182
N_S_WWC_WM_072,2.536
N_S_WWC_WM_502,2.202
N_S_WWC_WM_109,2.188
N_S_WWC_WM_448,2.22
N_S_WWC_WM_523,2.39
N_S_WWC_WM_043,2.606
N_S_WWC_WM_427,2.298
N_S_WWC_WM_059,2.346
N_S_WWC_WM_272,2.288
N_S_WWC_WM_397,2.144
N_S_WWC_WM_079,2.142
N_S_WWC_WM_253,2.566
N_S_WWC_WM_334,2.552
N_S_WWC_WM_108,2.224
N_S_WWC_WM_264,2.182
N_S_WWC_WM_310,2.518
N_S_WWC_WM_228,2.182
N_S_WWC_WM_504,2.308
N_S_WWC_WM_140,2.252
N_S_WWC_WM_260,2.18
N_S_WWC_WM_266,2.26
N_S_WWC_WM_304,2.37
N_S_WWC_WM_114,2.346
N_S_WWC_WM_138,2.544
N_S_WWC_WM_347,2.044
N_S_WWC_WM_295,2.224
N_S_WWC_WM_080,2.162
N_S_WWC_WM_246,2.396
N_S_WWC_WM_139,2.226
N_S_WWC_WM_458,2.19
N_S_WWC_WM_294,2.518
N_S_WWC_WM_205,2.086
N_S_WWC_WM_073,2.41
N_S_WWC_WM_168,2.2
N_S_WWC_WM_121,2.212
N_S_WWC_WM_391,2.43
N_S_WWC_WM_256,2.372
N_S_WWC_WM_360,2.562
N_S_WWC_WM_107,2.432
N_S_WWC_WM_084,2.39
N_S_WWC_WM_142,2.07
N_S_WWC_WM_061,2.274
N_S_WWC_WM_092,2.076
N_S_WWC_WM_515,2.454
N_S_WWC_WM_373,2.358
N_S_WWC_WM_306,2.182
N_S_WWC_WM_380,2.236
N_S_WWC_WM_517,2.398
N_S_WWC_WM_021,2.238
N_S_WWC_WM_201,2.308
N_S_WWC_WM_279,2.094
N_S_WWC_WM_071,2.164
N_S_WWC_WM_433,2.478
N_S_WWC_WM_498,2.042
N_S_WWC_WM_278,2.296
N_S_WWC_WM_457,2.508
N_S_WWC_WM_291,2.266
N_S_WWC_WM_323,2.586
N_S_WWC_WM_303,2.458
N_S_WWC_WM_405,2.5
N_S_WWC_WM_477,2.372
N_S_WWC_WM_485,2.026
N_S_WWC_WM_033,2.382
N_S_WWC_WM_196,2.384
N_S_WWC_WM_467,2.012
N_S_WWC_WM_499,2.134
N_S_WWC_WM_384,2.474
N_S_WWC_WM_193,2.594
N_S_WWC_WM_491,2.246
N_S_WWC_WM_038,2.37
N_S_WWC_WM_045,2.262
N_S_WWC_WM_375,2.27
N_S_WWC_WM_314,2.406
N_S_WWC_WM_316,2.308
N_S_WWC_WM_415,2.626
N_S_WWC_WM_031,2.372
N_S_WWC_WM_478,2.364
N_S_WWC_WM_151,2.068
N_S_WWC_WM_048,2.2
N_S_WWC_WM_162,2.308
N_S_WWC_WM_183,2.104
N_S_WWC_WM_199,2.078
N_S_WWC_WM_040,2.504
N_S_WWC_WM_090,2.28
N_S_WWC_WM_123,2.304
N_S_WWC_WM_251,2.316
N_S_WWC_WM_127,2.006
N_S_WWC_WM_270,2.382
N_S_WWS_WM_315,2.19
N_S_WWS_WM_129,2.658
N_S_WWS_WM_191,2.142
N_S_WWS_WM_311,1.998
N_S_WWS_WM_476,2.37
N_S_WWS_WM_383,2.542
N_S_WWS_WM_039,2.406
N_S_WWS_WM_100,2.012
N_S_WWS_WM_428,2.18
N_S_WWS_WM_412,2.522
N_S_WWS_WM_015,2.54
N_S_WWS_WM_308,2.28
N_S_WWS_WM_132,2.086
N_S_WWS_WM_122,2.27
N_S_WWS_WM_068,2.266
N_S_WWS_WM_390,2.39
N_S_WWS_WM_439,2.336
N_S_WWS_WM_332,2.286
N_S_WWS_WM_078,2.182
N_S_WWS_WM_358,2.65
N_S_WWS_WM_263,2.49
N_S_WWS_WM_367,2.092
N_S_WWS_WM_085,2.56
N_S_WWS_WM_219,2.202
N_S_WWS_WM_404,2.314
N_S_WWS_WM_224,2.274
N_S_WWS_WM_027,2.248
N_S_WWS_WM_125,2.3
N_S_WWS_WM_319,2.166
N_S_WWS_WM_164,2.296
N_S_WWS_WM_409,2.512
N_S_WWS_WM_217,2.466
N_S_WWS_WM_211,2.174
N_S_WWS_WM_284,2.452
N_S_WWS_WM_112,2.438
N_S_WWS_WM_317,2.258
N_S_WWS_WM_174,2.312
N_S_WWS_WM_337,2.192
N_S_WWS_WM_194,2.224
N_S_WWS_WM_289,2.046
N_S_WWS_WM_255,2.09
N_S_WWS_WM_365,2.244
N_S_WWS_WM_169,2.19
N_S_WWS_WM_312,2.12
N_S_WWS_WM_423,2.156
N_S_WWS_WM_454,2.142
N_S_WWS_WM_411,2.54
N_S_WWS_WM_187,2.478
N_S_WWS_WM_356,2.614
N_S_WWS_WM_262,2.07
N_S_WWS_WM_465,2.062
N_S_WWS_WM_229,2.218
N_S_WWS_WM_283,2.308
N_S_WWS_WM_010,2.274
N_S_WWS_WM_474,2.498
N_S_WWS_WM_355,2.206
N_S_WWS_WM_047,2.416
N_S_WWS_WM_330,2.492
N_S_WWS_WM_060,2.478
N_S_WWS_WM_372,2.346
N_S_WWS_WM_153,2.632
N_S_WWS_WM_029,2.314
N_S_WWS_WM_452,2.628
N_S_WWS_WM_091,2.134
N_S_WWS_WM_468,2.212
N_S_WWS_WM_436,2.616
N_S_WWS_WM_058,2.654
N_S_WWS_WM_248,2.584
N_S_WWS_WM_348,2.562
N_S_WWS_WM_277,2.358
N_S_WWS_WM_307,2.426
N_S_WWS_WM_376,2.278
N_S_WWS_WM_343,2.216
N_S_WWS_WM_366,2.084
N_S_WWS_WM_341,2.156
N_S_WWS_WM_321,2.232
N_S_WWS_WM_370,2.576
N_S_WWS_WM_190,2.546
N_S_WWS_WM_479,1.9846
N_S_WWS_WM_450,2.552
N_S_WWS_WM_017,2.028
N_S_WWS_WM_437,2.158
N_S_WWS_WM_234,2.228
N_S_WWS_WM_189,1.9952
N_S_WWS_WM_408,2.07
N_S_WWS_WM_300,2.276
N_S_WWS_WM_028,2.356
N_S_WWS_WM_093,2.358
N_S_WWS_WM_161,2.172
N_S_WWS_WM_222,2.264
N_S_WWS_WM_119,2.364
N_S_WWS_WM_301,2.146
N_S_WWS_WM_020,2.32
N_S_WWS_WM_057,2.38
N_S_WWS_WM_175,2.094
N_S_WWS_WM_259,2.318
N_S_WWS_WM_444,2.358
N_S_WWS_WM_240,2.554
N_S_WWS_WM_327,2.494
N_S_WWS_WM_402,2.204
N_S_WWS_WM_223,2.452
N_S_WWS_WM_230,1.9884
N_S_WWS_WM_252,2.456
N_S_WWS_WM_110,2.572
N_S_WWS_WM_042,2.222
N_S_WWS_WM_195,2.442
N_S_WWS_WM_455,2.46
N_S_WWS_WM_051,2.452
N_S_WWS_WM_094,2.536
N_S_WWS_WM_381,2.492
N_S_WWS_WM_214,2.352
N_S_WWS_WM_148,2.236
N_S_WWS_WM_166,2.088
N_S_WWS_WM_385,2.204
N_S_WWS_WM_070,2.162
N_S_WWS_WM_239,2.556
N_S_WWS_WM_106,2.046
N_S_WWS_WM_322,2.19
N_S_WWS_WM_002,2.228
N_S_WWS_WM_435,2.354
N_S_WWS_WM_218,2.122
N_S_WWS_WM_282,2.39
N_S_WWS_WM_392,2.384
N_S_WWS_WM_118,2.084
N_S_WWS_WM_236,2.112
N_S_WWS_WM_055,2.16
N_S_WWS_WM_147,2.196
N_S_WWS_WM_155,2.134
N_S_WWS_WM_410,2.528
N_S_WWS_WM_486,2.218
N_S_WWS_WM_432,2.202
N_S_WWS_WM_049,2.574
N_S_WWS_WM_471,2.484
N_S_WWS_WM_232,2.31
N_S_WWS_WM_034,2.092
N_S_WWS_WM_171,2.422
N_S_WWS_WM_387,2.256
N_S_WWS_WM_030,2.37
N_S_WWS_WM_265,2.184
N_S_WWS_WM_382,2.426
N_S_WWS_WM_149,2.18
N_S_WWS_WM_466,2.41
N_S_WWS_WM_019,2.08
N_S_WWS_WM_025,2.712
N_S_WWS_WM_117,2.626
N_S_WWS_WM_170,2.334
N_S_WWS_WM_115,2.402
N_S_WWS_WM_035,2.33
N_S_WWS_WM_401,2.44
N_S_WWS_WM_250,2.27
N_S_WWS_WM_451,2.614
N_S_WWS_WM_389,2.13
N_S_WWS_WM_456,2.188
N_S_WWS_WM_244,2.088
N_S_WWS_WM_066,2.278
N_S_WWS_WM_178,2.45
N_S_WWS_WM_421,2.166
N_S_WWS_WM_359,2.346
N_S_WWS_WM_267,2.458
N_S_WWS_WM_210,2.248
N_S_WWS_WM_067,2.566
N_S_WWS_WM_241,2.226
N_S_WWS_WM_150,2.142
N_S_WWS_WM_095,2.258
N_S_WWS_WM_001,2.2
N_S_WWS_WM_245,2.306
N_S_WWS_WM_414,2.088
N_S_WWS_WM_005,2.514
N_S_WWS_WM_292,2.256
N_S_WWS_WM_328,2.272
N_S_WWS_WM_386,2.272
N_S_WWS_WM_206,2.304
N_S_WWS_WM_403,2.298
N_S_WWS_WM_096,2.208
N_S_WWS_WM_299,2.13
N_S_WWS_WM_088,2.276
N_S_WWS_WM_065,2.368
N_S_WWS_WM_235,2.308
N_S_WWS_WM_258,2.3
N_S_WWS_WM_352,2.31
N_S_WWS_WM_339,2.208
N_S_WWS_WM_203,2.434
N_S_WWS_WM_342,2.164
N_S_WWS_WM_462,2.13
N_S_WWS_WM_354,2.194
N_S_WWS_WM_032,2.062
N_S_WWS_WM_443,2.39
N_S_WWS_WM_285,2.336
N_S_WWS_WM_024,2.514
N_S_WWS_WM_378,2.064
N_S_WWS_WM_261,2.338
N_S_WWS_WM_231,2.348
N_S_WWS_WM_156,2.24
N_S_WWS_WM_160,2.03
N_S_WWS_WM_087,2.412
N_S_WWS_WM_144,2.146
N_S_WWS_WM_036,2.45
N_S_WWS_WM_009,2.524
N_S_WWS_WM_135,2.076
N_S_WWS_WM_459,2.544
N_S_WWS_WM_274,2.076
N_S_WWS_WM_305,2.394
N_S_WWS_WM_237,2.52
N_S_WWS_WM_022,2.302
N_S_WWS_WM_180,2.152
N_S_WWS_WM_215,2.274
N_S_WWS_WM_431,2.218
N_S_WWS_WM_302,2
N_S_WWS_WM_044,2.59
N_S_WWS_WM_449,2.11
N_S_WWS_WM_026,2.194
N_S_WWS_WM_350,2.1
N_S_WWS_WM_018,2.204
N_S_WWS_WM_276,2.358
N_S_WWS_WM_463,2.404
N_S_WWS_WM_438,2.462
N_S_WWS_WM_281,2.052
N_S_WWS_WM_099,2.446
N_S_WWS_WM_297,2.534
N_S_WWS_WM_377,2.238
N_S_WWS_WM_484,2.502
N_S_WWS_WM_186,2.336
N_S_WWS_WM_003,2.238
N_S_WWS_WM_177,2.38
N_S_WWS_WM_481,2.228
N_S_WWS_WM_268,2.238
N_S_WWS_WM_136,2.386
N_S_WWS_WM_324,2.532
N_S_WWS_WM_430,2.168
N_S_WWS_WM_472,2.27
N_S_WWS_WM_488,2.124
N_S_WWS_WM_445,2.012
N_S_WWS_WM_271,2.254
N_S_WWS_WM_014,2.374
N_S_WWS_WM_398,2.372
N_S_WWS_WM_407,2.464
N_S_WWS_WM_249,2.068
N_S_WWS_WM_130,2.228
N_S_WWS_WM_286,2.58
N_S_WWS_WM_023,2.342
N_S_WWS_WM_053,2.428
N_S_WWS_WM_159,1.9714
N_S_WWS_WM_429,2.418
N_S_WWS_WM_349,2.458
N_S_WWS_WM_243,2.652
N_S_WWS_WM_116,2.212
N_S_WWS_WM_209,2.276
N_S_WWS_WM_446,2.53
N_S_WWS_WM_416,2.486
N_S_WWS_WM_082,2.18
N_S_WWS_WM_075,2.284
N_S_WWS_WM_440,2.162
N_S_WWS_WM_104,2.658
N_S_WWS_WM_290,2.552
N_S_WWS_WM_331,2.064
N_S_WWS_WM_424,2.682
N_S_WWS_WM_388,2.444
N_S_WWS_WM_050,2.616
N_S_WWS_WM_336,2.162
N_S_WWS_WM_418,2.022
N_S_WWS_WM_212,2.178
N_S_WWS_WM_131,2.41
N_S_WWS_WM_469,2.076
N_S_WWS_WM_406,2.346
N_S_WWS_WM_097,2.15
N_S_WWS_WM_473,2.294
N_S_WWS_WM_242,2.546
N_S_WWS_WM_182,2.066
N_S_WWS_WM_089,2.33
N_S_WWS_WM_425,2.542
N_S_WWS_WM_395,2.408
N_S_WWS_WM_399,2.02
N_S_WWS_WM_220,2.406
N_S_WWS_WM_081,2.192
N_S_WWS_WM_400,2.604
N_S_WWS_WM_146,2.188
N_S_WWS_WM_141,2.426
N_S_WWS_WM_461,2.156
N_S_WWS_WM_338,2.182
N_S_WWS_WM_340,2.142
N_S_WWS_WM_137,2.52
N_S_WWS_WM_269,2.402
N_S_WWS_WM_482,2.586
N_S_WWS_WM_172,2.414
N_S_WWS_WM_480,2.196
N_S_WWS_WM_072,2.528
N_S_WWS_WM_109,2.188
N_S_WWS_WM_448,2.22
N_S_WWS_WM_043,2.602
N_S_WWS_WM_427,2.302
N_S_WWS_WM_059,2.328
N_S_WWS_WM_272,2.298
N_S_WWS_WM_397,2.148
N_S_WWS_WM_079,2.136
N_S_WWS_WM_253,2.568
N_S_WWS_WM_334,2.556
N_S_WWS_WM_108,2.226
N_S_WWS_WM_264,2.152
N_S_WWS_WM_310,2.558
N_S_WWS_WM_228,2.176
N_S_WWS_WM_140,2.264
N_S_WWS_WM_260,2.15
N_S_WWS_WM_266,2.254
N_S_WWS_WM_304,2.372
N_S_WWS_WM_114,2.346
N_S_WWS_WM_138,2.516
N_S_WWS_WM_347,2.044
N_S_WWS_WM_295,2.218
N_S_WWS_WM_080,2.162
N_S_WWS_WM_246,2.398
N_S_WWS_WM_139,2.222
N_S_WWS_WM_458,2.19
N_S_WWS_WM_294,2.516
N_S_WWS_WM_205,2.086
N_S_WWS_WM_073,2.41
N_S_WWS_WM_168,2.212
N_S_WWS_WM_121,2.212
N_S_WWS_WM_391,2.424
N_S_WWS_WM_256,2.372
N_S_WWS_WM_360,2.552
N_S_WWS_WM_107,2.426
N_S_WWS_WM_084,2.392
N_S_WWS_WM_142,2.088
N_S_WWS_WM_061,2.264
N_S_WWS_WM_092,2.08
N_S_WWS_WM_373,2.36
N_S_WWS_WM_306,2.186
N_S_WWS_WM_380,2.236
N_S_WWS_WM_192,2.082
N_S_WWS_WM_021,2.238
N_S_WWS_WM_201,2.308
N_S_WWS_WM_279,2.066
N_S_WWS_WM_071,2.164
N_S_WWS_WM_433,2.48
N_S_WWS_WM_278,2.304
N_S_WWS_WM_457,2.508
N_S_WWS_WM_291,2.276
N_S_WWS_WM_323,2.59
N_S_WWS_WM_303,2.456
N_S_WWS_WM_405,2.508
N_S_WWS_WM_477,2.376
N_S_WW_WM_315,2.19
N_S_WW_WM_129,2.658
N_S_WW_WM_191,2.142
N_S_WW_WM_565,2.056
N_S_WW_WM_512,2.15
N_S_WW_WM_311,1.9976
N_S_WW_WM_476,2.37
N_S_WW_WM_383,2.542
N_S_WW_WM_039,2.4
N_S_WW_WM_100,2.012
N_S_WW_WM_428,2.178
N_S_WW_WM_412,2.52
N_S_WW_WM_596,2.214
N_S_WW_WM_015,2.54
N_S_WW_WM_308,2.28
N_S_WW_WM_132,2.086
N_S_WW_WM_560,2.378
N_S_WW_WM_641,2.218
N_S_WW_WM_122,2.27
N_S_WW_WM_068,2.266
N_S_WW_WM_506,2.036
N_S_WW_WM_390,2.388
N_S_WW_WM_439,2.336
N_S_WW_WM_534,2.266
N_S_WW_WM_553,1.9234
N_S_WW_WM_332,2.286
N_S_WW_WM_078,2.182
N_S_WW_WM_660,2.554
N_S_WW_WM_358,2.65
N_S_WW_WM_600,2.31
N_S_WW_WM_263,2.49
N_S_WW_WM_644,2.576
N_S_WW_WM_367,2.092
N_S_WW_WM_085,2.56
N_S_WW_WM_219,2.202
N_S_WW_WM_404,2.314
N_S_WW_WM_224,2.274
N_S_WW_WM_615,2.216
N_S_WW_WM_027,2.248
N_S_WW_WM_125,2.3
N_S_WW_WM_681,2.468
N_S_WW_WM_680,2.268
N_S_WW_WM_319,2.164
N_S_WW_WM_610,2.444
N_S_WW_WM_603,2.612
N_S_WW_WM_164,2.294
N_S_WW_WM_531,2.056
N_S_WW_WM_524,2.004
N_S_WW_WM_674,2.378
N_S_WW_WM_409,2.512
N_S_WW_WM_217,2.466
N_S_WW_WM_211,2.174
N_S_WW_WM_284,2.452
N_S_WW_WM_112,2.436
N_S_WW_WM_317,2.258
N_S_WW_WM_174,2.31
N_S_WW_WM_574,2.344
N_S_WW_WM_337,2.192
N_S_WW_WM_194,2.224
N_S_WW_WM_631,2.338
N_S_WW_WM_551,2.596
N_S_WW_WM_289,2.044
N_S_WW_WM_577,2.508
N_S_WW_WM_255,2.09
N_S_WW_WM_567,2.258
N_S_WW_WM_365,2.244
N_S_WW_WM_568,2.21
N_S_WW_WM_169,2.19
N_S_WW_WM_624,2.442
N_S_WW_WM_555,2.432
N_S_WW_WM_673,2.676
N_S_WW_WM_312,2.12
N_S_WW_WM_423,2.154
N_S_WW_WM_605,2.484
N_S_WW_WM_454,2.142
N_S_WW_WM_411,2.54
N_S_WW_WM_187,2.478
N_S_WW_WM_655,2.04
N_S_WW_WM_379,2.058
N_S_WW_WM_356,2.612
N_S_WW_WM_532,2.084
N_S_WW_WM_497,2.5
N_S_WW_WM_262,2.07
N_S_WW_WM_465,2.06
N_S_WW_WM_229,2.218
N_S_WW_WM_283,2.31
N_S_WW_WM_563,2.398
N_S_WW_WM_010,2.262
N_S_WW_WM_569,2.086
N_S_WW_WM_474,2.498
N_S_WW_WM_612,2.158
N_S_WW_WM_355,2.206
N_S_WW_WM_527,2.246
N_S_WW_WM_047,2.416
N_S_WW_WM_060,2.476
N_S_WW_WM_372,2.344
N_S_WW_WM_153,2.632
N_S_WW_WM_029,2.318
N_S_WW_WM_623,2.396
N_S_WW_WM_452,2.628
N_S_WW_WM_091,2.134
N_S_WW_WM_468,2.212
N_S_WW_WM_585,2.432
N_S_WW_WM_436,2.616
N_S_WW_WM_058,2.654
N_S_WW_WM_248,2.584
N_S_WW_WM_348,2.562
N_S_WW_WM_277,2.358
N_S_WW_WM_307,2.426
N_S_WW_WM_672,2.12
N_S_WW_WM_651,2.562
N_S_WW_WM_376,2.276
N_S_WW_WM_343,2.214
N_S_WW_WM_366,2.082
N_S_WW_WM_598,2.216
N_S_WW_WM_341,2.156
N_S_WW_WM_321,2.232
N_S_WW_WM_370,2.576
N_S_WW_WM_190,2.546
N_S_WW_WM_514,2.068
N_S_WW_WM_479,1.9874
N_S_WW_WM_511,2.5
N_S_WW_WM_450,2.552
N_S_WW_WM_017,2.028
N_S_WW_WM_437,2.158
N_S_WW_WM_234,2.228
N_S_WW_WM_490,2.434
N_S_WW_WM_189,1.9944
N_S_WW_WM_408,2.07
N_S_WW_WM_300,2.276
N_S_WW_WM_028,2.356
N_S_WW_WM_661,2.194
N_S_WW_WM_093,2.362
N_S_WW_WM_161,2.172
N_S_WW_WM_222,2.264
N_S_WW_WM_119,2.366
N_S_WW_WM_301,2.146
N_S_WW_WM_020,2.318
N_S_WW_WM_057,2.38
N_S_WW_WM_489,2.49
N_S_WW_WM_175,2.092
N_S_WW_WM_664,2.226
N_S_WW_WM_259,2.318
N_S_WW_WM_669,1.9946
N_S_WW_WM_587,2.376
N_S_WW_WM_444,2.358
N_S_WW_WM_240,2.554
N_S_WW_WM_327,2.494
N_S_WW_WM_402,2.204
N_S_WW_WM_223,2.452
N_S_WW_WM_588,2.456
N_S_WW_WM_230,1.988
N_S_WW_WM_592,2.25
N_S_WW_WM_252,2.456
N_S_WW_WM_110,2.572
N_S_WW_WM_042,2.222
N_S_WW_WM_195,2.442
N_S_WW_WM_455,2.46
N_S_WW_WM_530,2.434
N_S_WW_WM_051,2.452
N_S_WW_WM_676,2.44
N_S_WW_WM_094,2.536
N_S_WW_WM_381,2.492
N_S_WW_WM_214,2.352
N_S_WW_WM_148,2.236
N_S_WW_WM_166,2.088
N_S_WW_WM_385,2.204
N_S_WW_WM_070,2.162
N_S_WW_WM_239,2.556
N_S_WW_WM_106,2.032
N_S_WW_WM_322,2.19
N_S_WW_WM_002,2.228
N_S_WW_WM_435,2.354
N_S_WW_WM_218,2.122
N_S_WW_WM_282,2.388
N_S_WW_WM_392,2.384
N_S_WW_WM_118,2.084
N_S_WW_WM_562,2.646
N_S_WW_WM_236,2.11
N_S_WW_WM_055,2.16
N_S_WW_WM_505,2.25
N_S_WW_WM_147,2.196
N_S_WW_WM_155,2.134
N_S_WW_WM_410,2.528
N_S_WW_WM_486,2.216
N_S_WW_WM_640,2.596
N_S_WW_WM_432,2.202
N_S_WW_WM_049,2.574
N_S_WW_WM_471,2.478
N_S_WW_WM_232,2.31
N_S_WW_WM_034,2.09
N_S_WW_WM_599,2.436
N_S_WW_WM_176,2.282
N_S_WW_WM_677,1.9802
N_S_WW_WM_171,2.32
N_S_WW_WM_387,2.256
N_S_WW_WM_628,2.452
N_S_WW_WM_030,2.37
N_S_WW_WM_265,2.184
N_S_WW_WM_382,2.424
N_S_WW_WM_149,2.18
N_S_WW_WM_466,2.408
N_S_WW_WM_019,2.08
N_S_WW_WM_025,2.712
N_S_WW_WM_117,2.626
N_S_WW_WM_619,2.226
N_S_WW_WM_170,2.334
N_S_WW_WM_115,2.402
N_S_WW_WM_035,2.33
N_S_WW_WM_401,2.438
N_S_WW_WM_250,2.27
N_S_WW_WM_451,2.622
N_S_WW_WM_389,2.13
N_S_WW_WM_456,2.188
N_S_WW_WM_244,2.088
N_S_WW_WM_066,2.278
N_S_WW_WM_178,2.45
N_S_WW_WM_421,2.166
N_S_WW_WM_359,2.358
N_S_WW_WM_267,2.456
N_S_WW_WM_210,2.248
N_S_WW_WM_067,2.566
N_S_WW_WM_649,2.064
N_S_WW_WM_241,2.226
N_S_WW_WM_529,2.352
N_S_WW_WM_150,2.142
N_S_WW_WM_095,2.258
N_S_WW_WM_537,2.316
N_S_WW_WM_001,2.2
N_S_WW_WM_245,2.304
N_S_WW_WM_414,2.086
N_S_WW_WM_005,2.514
N_S_WW_WM_292,2.256
N_S_WW_WM_328,2.272
N_S_WW_WM_386,2.272
N_S_WW_WM_206,2.304
N_S_WW_WM_403,2.298
N_S_WW_WM_507,2.508
N_S_WW_WM_096,2.208
N_S_WW_WM_299,2.13
N_S_WW_WM_088,2.276
N_S_WW_WM_566,2.12
N_S_WW_WM_065,2.368
N_S_WW_WM_540,2.438
N_S_WW_WM_235,2.308
N_S_WW_WM_652,2.124
N_S_WW_WM_554,2.308
N_S_WW_WM_258,2.298
N_S_WW_WM_352,2.31
N_S_WW_WM_339,2.206
N_S_WW_WM_203,2.434
N_S_WW_WM_604,2.608
N_S_WW_WM_636,2.418
N_S_WW_WM_342,2.164
N_S_WW_WM_462,2.13
N_S_WW_WM_354,2.194
N_S_WW_WM_032,2.06
N_S_WW_WM_609,2.418
N_S_WW_WM_443,2.39
N_S_WW_WM_285,2.336
N_S_WW_WM_024,2.514
N_S_WW_WM_601,2.442
N_S_WW_WM_378,2.064
N_S_WW_WM_261,2.338
N_S_WW_WM_671,2.318
N_S_WW_WM_231,2.352
N_S_WW_WM_156,2.24
N_S_WW_WM_160,2.026
N_S_WW_WM_642,2.164
N_S_WW_WM_087,2.412
N_S_WW_WM_144,2.146
N_S_WW_WM_036,2.468
N_S_WW_WM_009,2.524
N_S_WW_WM_135,2.074
N_S_WW_WM_544,2.448
N_S_WW_WM_459,2.544
N_S_WW_WM_274,2.076
N_S_WW_WM_305,2.392
N_S_WW_WM_237,2.52
N_S_WW_WM_022,2.302
N_S_WW_WM_180,2.152
N_S_WW_WM_215,2.274
N_S_WW_WM_431,2.218
N_S_WW_WM_302,2
N_S_WW_WM_044,2.59
N_S_WW_WM_449,2.108
N_S_WW_WM_525,2.202
N_S_WW_WM_542,2.324
N_S_WW_WM_026,2.192
N_S_WW_WM_350,2.1
N_S_WW_WM_573,2.058
N_S_WW_WM_018,2.204
N_S_WW_WM_276,2.358
N_S_WW_WM_463,2.404
N_S_WW_WM_438,2.46
N_S_WW_WM_281,2.052
N_S_WW_WM_099,2.434
N_S_WW_WM_297,2.534
N_S_WW_WM_377,2.236
N_S_WW_WM_484,2.502
N_S_WW_WM_186,2.336
N_S_WW_WM_003,2.238
N_S_WW_WM_177,2.38
N_S_WW_WM_591,2.12
N_S_WW_WM_481,2.228
N_S_WW_WM_268,2.236
N_S_WW_WM_657,2.294
N_S_WW_WM_136,2.386
N_S_WW_WM_324,2.53
N_S_WW_WM_647,2.378
N_S_WW_WM_430,2.168
N_S_WW_WM_472,2.244
N_S_WW_WM_518,2.746
N_S_WW_WM_488,2.124
N_S_WW_WM_445,2.012
N_S_WW_WM_494,2.18
N_S_WW_WM_271,2.254
N_S_WW_WM_014,2.372
N_S_WW_WM_398,2.372
N_S_WW_WM_407,2.464
N_S_WW_WM_249,2.068
N_S_WW_WM_130,2.22
N_S_WW_WM_286,2.576
N_S_WW_WM_023,2.34
N_S_WW_WM_053,2.43
N_S_WW_WM_654,2.252
N_S_WW_WM_159,1.971
N_S_WW_WM_663,2.252
N_S_WW_WM_429,2.418
N_S_WW_WM_349,2.458
N_S_WW_WM_243,2.65
N_S_WW_WM_116,2.212
N_S_WW_WM_209,2.276
N_S_WW_WM_446,2.53
N_S_WW_WM_416,2.486
N_S_WW_WM_082,2.18
N_S_WW_WM_665,2.176
N_S_WW_WM_075,2.284
N_S_WW_WM_440,2.162
N_S_WW_WM_682,2.374
N_S_WW_WM_104,2.658
N_S_WW_WM_290,2.552
N_S_WW_WM_331,2.064
N_S_WW_WM_535,2.068
N_S_WW_WM_424,2.682
N_S_WW_WM_496,2.334
N_S_WW_WM_388,2.444
N_S_WW_WM_050,2.616
N_S_WW_WM_336,2.162
N_S_WW_WM_622,2.434
N_S_WW_WM_638,2.294
N_S_WW_WM_418,2.022
N_S_WW_WM_212,2.176
N_S_WW_WM_131,2.408
N_S_WW_WM_543,2.434
N_S_WW_WM_521,2.326
N_S_WW_WM_656,2.582
N_S_WW_WM_469,2.074
N_S_WW_WM_406,2.346
N_S_WW_WM_097,2.15
N_S_WW_WM_533,2.302
N_S_WW_WM_473,2.294
N_S_WW_WM_552,2.268
N_S_WW_WM_242,2.546
N_S_WW_WM_182,2.066
N_S_WW_WM_089,2.33
N_S_WW_WM_425,2.542
N_S_WW_WM_395,2.408
N_S_WW_WM_679,2.576
N_S_WW_WM_399,2.02
N_S_WW_WM_683,2.42
N_S_WW_WM_513,2.448
N_S_WW_WM_659,2.428
N_S_WW_WM_630,2.504
N_S_WW_WM_220,2.406
N_S_WW_WM_081,2.192
N_S_WW_WM_400,2.604
N_S_WW_WM_146,2.188
N_S_WW_WM_141,2.426
N_S_WW_WM_461,2.156
N_S_WW_WM_338,2.182
N_S_WW_WM_340,2.142
N_S_WW_WM_509,2.46
N_S_WW_WM_528,2.122
N_S_WW_WM_556,2.628
N_S_WW_WM_137,2.52
N_S_WW_WM_269,2.402
N_S_WW_WM_482,2.586
N_S_WW_WM_662,2.566
N_S_WW_WM_172,2.414
N_S_WW_WM_480,2.196
N_S_WW_WM_072,2.528
N_S_WW_WM_502,2.148
N_S_WW_WM_109,2.188
N_S_WW_WM_448,2.22
N_S_WW_WM_523,2.386
N_S_WW_WM_536,2.154
N_S_WW_WM_043,2.604
N_S_WW_WM_427,2.302
N_S_WW_WM_059,2.326
N_S_WW_WM_272,2.298
N_S_WW_WM_539,2.088
N_S_WW_WM_397,2.148
N_S_WW_WM_597,2.092
N_S_WW_WM_079,2.136
N_S_WW_WM_253,2.568
N_S_WW_WM_572,2.376
N_S_WW_WM_334,2.554
N_S_WW_WM_108,2.226
N_S_WW_WM_264,2.158
N_S_WW_WM_310,2.558
N_S_WW_WM_228,2.176
